no,no,on,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,on,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,yes
yes,no,off,no,no
no,no,on,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
yes,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,yes,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,on,yes,yes
no,no,on,no,no
no,no,off,no,no
yes,no,on,no,no
yes,no,on,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,on,yes,yes
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,yes,yes
yes,no,on,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,yes,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,on,no,no
yes,no,off,yes,yes
no,no,off,no,no
yes,no,on,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,on,yes,yes
yes,no,off,yes,yes
no,no,off,yes,yes
no,no,off,yes,yes
no,yes,off,yes,no
no,no,off,no,no
no,yes,off,yes,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,no
yes,no,off,yes,yes
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
yes,no,off,yes,yes
no,no,off,no,no
no,no,on,no,no
no,yes,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
yes,no,on,yes,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,yes
yes,yes,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,yes
yes,no,on,yes,yes
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,on,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,yes
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,on,no,no
no,no,off,no,no
yes,no,on,yes,yes
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
yes,no,on,yes,yes
yes,no,off,yes,yes
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,yes,yes
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,yes,off,yes,yes
yes,no,on,yes,no
no,no,off,yes,yes
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
yes,no,off,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,yes
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,yes,yes
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,yes
no,no,off,no,no
yes,no,on,yes,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,yes
no,no,off,no,no
yes,no,off,yes,no
no,no,off,yes,yes
no,no,off,no,no
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,on,no,no
yes,no,on,yes,yes
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
yes,no,off,yes,yes
yes,no,on,yes,yes
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,no
yes,no,off,yes,yes
yes,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,on,no,no
no,no,off,yes,yes
yes,no,on,yes,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,on,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,no
yes,no,off,yes,yes
no,no,off,yes,yes
yes,no,on,yes,yes
no,no,off,yes,no
yes,no,off,yes,no
yes,no,off,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
yes,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
yes,no,on,yes,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,on,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
yes,no,on,yes,no
yes,no,off,yes,yes
no,no,off,yes,yes
no,no,off,yes,no
no,no,on,no,no
no,yes,off,yes,no
no,no,off,no,no
yes,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,on,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
yes,no,off,yes,yes
no,no,off,no,no
no,yes,off,yes,yes
no,no,off,yes,yes
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,on,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
yes,no,on,yes,yes
yes,no,on,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,on,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,off,yes,no
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
yes,no,off,yes,yes
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,off,yes,yes
no,no,on,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,on,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,no
no,no,off,yes,yes
no,no,off,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,no
no,no,off,no,no
no,no,on,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,yes,no
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,yes
no,yes,off,yes,yes
no,no,off,no,no
yes,no,on,yes,yes
no,no,on,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,no
yes,no,on,yes,yes
yes,no,on,yes,no
no,no,off,yes,yes
no,no,off,yes,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,on,yes,no
no,no,off,no,no
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,on,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,on,yes,yes
no,no,off,no,no
yes,no,off,yes,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,on,yes,yes
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,yes,yes
no,no,off,no,no
yes,no,on,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,yes
no,no,off,yes,no
no,no,off,no,no
yes,no,off,yes,no
no,no,off,yes,yes
yes,no,off,yes,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,yes
yes,no,on,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
yes,no,on,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,on,yes,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,on,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
yes,no,on,yes,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,yes
yes,no,on,yes,yes
no,no,off,yes,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,yes
no,no,off,yes,no
no,no,on,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,on,no,no
no,no,on,no,no
yes,no,on,yes,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,on,no,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,yes,yes
yes,no,on,yes,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,yes
yes,no,on,yes,no
yes,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,no,no
yes,no,on,yes,yes
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,yes,yes
yes,no,off,yes,yes
no,no,off,yes,yes
no,no,on,yes,yes
yes,no,on,yes,no
no,no,off,yes,yes
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
yes,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,on,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
yes,no,on,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,on,yes,yes
yes,no,on,yes,no
no,no,off,yes,yes
yes,no,on,yes,yes
no,no,off,no,no
yes,no,on,yes,no
no,no,on,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,yes
no,no,off,yes,no
yes,no,on,yes,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,yes,yes
no,no,off,yes,no
yes,no,off,no,no
no,no,off,no,no
no,no,on,yes,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,yes,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,on,no,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,on,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,off,yes,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
yes,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,no,no
no,no,on,no,no
no,no,off,no,no
no,no,off,no,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,off,no,no
yes,no,on,yes,yes
no,no,off,yes,yes
no,no,off,no,no
no,no,off,yes,no
no,no,off,yes,yes
yes,no,on,yes,no
no,no,off,yes,yes
no,no,off,no,no
no,no,off,no,no
no,no,on,yes,yes
no,no,off,yes,yes
no,no,off,no,no
